username,userid,profile_location,created_at,text,retweet_count,source,coordinates
🦬 🦩 🦦🌲,1026915244189405184,"Portland, OR",2023-01-12 02:48:55,Tell ‘em paddle paddle paddle cuz this pussy is in Seattle,0,Twitter for iPhone,
Matt Mcilvain,1204092760686350336,"Milwaukie, OR",2023-01-12 02:45:48,@KJPhillips10 @_anothersara_ If the weather is bad the 49ers would benefit since the want to run the ball and Seatt… https://t.co/xCT4YpXcOA,0,Twitter for iPhone,
Matt Mcilvain,1204092760686350336,"Milwaukie, OR",2023-01-12 02:44:11,@_anothersara_ Idk Seattle scored a total of 20 points against the 49ers this year maybe I’m over confident but the… https://t.co/YK0cN4vLjV,0,Twitter for iPhone,
Rip City Beaver,767560680824201217,"Portland, OR",2023-01-12 02:10:17,"@TPWSpodcast They do! I’m just glad they still gave us the new stage last week and didn’t say, “Well, since the apr… https://t.co/nPoMNruijE",0,Twitter for iPhone,
SUUQ-YARE,2715587358,portland Oregon,2023-01-12 02:08:28,@big_business_ Where is Seattle bro?????,0,Twitter for iPhone,
The Columbian,15079397,"Vancouver, Washington",2023-01-12 01:53:02,"SEATTLE — A new King County Council proposal would ban cashless retailers, a move supporters say would ensure resid… https://t.co/fWhZIFVDy7",0,SocialNewsDesk,
Michael Perozzo,25153411,"Vancouver, WA",2023-01-12 01:32:46,@beercruncher Not Czech-style. At least not in the Portland and Seattle markets. We see Italian-style and Modern Pi… https://t.co/NTIiTpMetH,0,Twitter for iPhone,
Jeremy,2538092241,Portland Oregon,2023-01-12 01:10:32,@DMC_Ryan @GenePark Hmmm… I’m guessing your in a hotel near Seattle? Maybe Redmond? Microsoft???,0,Twitter for iPhone,
Billie Bloebaum,457959178,"Portland, OR",2023-01-12 01:10:17,"This turned out really well, so if you're going to be in Seattle for Winter Institute, come find me on Tuesday for… https://t.co/CGDqQ1HayY",0,Twitter Web App,
Kiera,1135907227,"Portland, OR",2023-01-12 01:07:08,Honestly if I could financially tackle it (maybe I will) I want to get an apartment in Seattle sooner than a year from now.🥲,0,Twitter Web App,
Shane Nokes,22605665,"Portland, OR",2023-01-12 00:59:40,"@BrennanLandry9 @sioneva @HassanMilikin @rksve @davidhogg111 You're confusing Seattle for Portland.

Seattle had th… https://t.co/58STBopfhB",0,Twitter Web App,
Podcast Overlord,3190506385,"portland, or",2023-01-12 00:50:06,"Greatest Song Ever Sung (Poorly) Podcast @SungPoorly @band_ol #PodTime

The podcast that takes karaoke exactly as s… https://t.co/1XbIeoo8r2",1,Twittimer,
Golden Oil USA,1474055148704079877,"Vancouver, WA",2023-01-12 00:49:50,"Shop the Sale: https://t.co/XF2A7ETFep

#chicagogram #detroit #la #texas #chicagoland #sanfrancisco #lasvegas… https://t.co/QixFP78oL2",1,Twitter Web App,
Kelly Ripley Feller,12046252,"Portland, OR",2023-01-12 00:15:04,Hi @AriMelber Loved your segment with @CameronCrowe My fav of his films is Single. I spent some of my 20s in Seattl… https://t.co/f8VX1WhpQa,2,Twitter Web App,
Nova wishes for Peace,1445695012667199493,"Vancouver, WA",2023-01-11 23:59:07,@InfiniteEmf @atasteofcreole @Dr4thtwatterac1 @Johnltrrtl @RionsLovey17 @IAKSC @CollinRugg Dude. Seattle Washington has a 10% sales tax.,0,Twitter for iPhone,
Billie Bloebaum,457959178,"Portland, OR",2023-01-11 23:51:28,"And today, because it is the season, my first New Orleans-style King Cake. This is a recipe test. If it turns out,… https://t.co/UorGg8iIN0",0,Twitter Web App,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-11 23:15:02,@nflrums Too Seattle,0,Twitter for iPhone,
Dom PDX ⛓️🖤,1227105865112551425,"Portland, OR",2023-01-11 23:11:39,"@baristacap333 I got mine for Seattle, as I used to see them all the time up there, but I'm thinking of treating my… https://t.co/Vw9p5oCmHx",0,Twitter Web App,
Nick Fleck,263317487,"Portland, OR ",2023-01-11 23:08:45,@jpgunns3 @bigpoppajo7 @ProFootballTalk Seattle isn’t even close to a playoff team if walker doesn’t step in when p… https://t.co/gpoFc5v8BA,0,Twitter for iPhone,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-11 23:07:18,@LR99Gaming What was Nashville thinking that is a stupid move on the park because he’s not leaving Seattle not now,0,Twitter for iPhone,
Chuck Slothower,414119481,"Portland, OR",2023-01-11 23:02:20,Venti-sized news for Seattle CRE. https://t.co/0EfeaEVsz5,0,Twitter Web App,
Tabby @ FFXV (not the boys road trip one),289733255,"Portland, OR",2023-01-11 22:22:13,@0ddToaster every time I come up for an event in seattle I'm glad to see ya there and I'm supper happy to see you p… https://t.co/ztLgHdSyZe,0,Twitter Web App,
Kaeleb,1346663329708691458,"Vancouver, Wa",2023-01-11 22:05:09,@JustBB_Media Seattle mariners,0,Twitter Web App,
KATU News,17994536,"Portland, Oregon",2023-01-11 22:00:02,At least one of the four young teens accused of an armed carjacking that led to a police pursuit through Bellevue T… https://t.co/MEghvBuUeK,0,TweetDeck,
Tosh BriqThey,1346496438629371906,"Portland, OR",2023-01-11 21:48:22,I need to take a trip up to Seattle from Portland so I can see @irenethealien in person. Soooo pissed we were robbe… https://t.co/xBTiu9Pns4,0,Twitter for Android,
The Columbian,15079397,"Vancouver, Washington",2023-01-11 21:33:02,"SEATTLE — Skip the driving and parking headache at Snoqualmie Pass.
Read more... https://t.co/6CPMi3pHc8",0,SocialNewsDesk,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-11 21:02:25,@nflrums Seattle,0,Twitter for iPhone,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-11 20:59:21,@nfltrade_rumors Seattle,0,Twitter for iPhone,
Spiffty Five,88865917,"Portland, OR",2023-01-11 20:40:22,"@Koomakumabear Driving up to the Seattle area to visit @protopeets , @zenocoyote , @TheTaurenRogue , and… https://t.co/5DkHnplf9f",0,Twitter for Android,
Gary Holzschuh,3278882648,"Portland, OR",2023-01-11 20:36:04,Young teens who led police on chase after armed robbery to appear in court  https://t.co/umxvz3DZ9j,0,Twitter Web App,
Andrew (oatmealboy@pdx.social) 🚲🛴🚍🚆🏘🏙🍺🖖⚾,7667882,"San Jose, CA ➡ Portland, OR",2023-01-11 20:33:35,"City I dislike: Dallas
City I think is overrated: San Francisco 
City I like: Seattle
City I love: Hong Kong 
City… https://t.co/3GDnvMs8GK",0,Twitter Web App,
The Columbian,15079397,"Vancouver, Washington",2023-01-11 20:30:10,"Seattle Public Schools on Friday sued the tech giants behind TikTok, Instagram, Facebook, YouTube and Snapchat, all… https://t.co/2XtJrNuiyO",1,SocialNewsDesk,
D...FIGHTFORRIGHTS,1374458531034718218,"Portland, OR",2023-01-11 20:27:03,@PFF Seattle,0,Twitter for iPhone,
Geoff 🌍🌎🌏,902595922567323648,"Portland, OR",2023-01-11 20:00:03,"📣 New Podcast! ""What If Cascadia Was A Country? A Pacific Northwest Ecotopia"" on @Spreaker #british #building… https://t.co/KNIL6Q39Zj",0,Spreaker,
QuadMet,1533495868418011136,"Milwaukie, OR",2023-01-11 19:38:54,"City I dislike: Beijing 
City I think is overrated: Portland (duh)
City I like: Seattle 
City I love: İstanbul 
Cit… https://t.co/8dQKujz73s",0,Twitter for Android,
Howard Lao,33435776,"Portland, OR",2023-01-11 19:31:32,"@mackhuddyphotos Traveled to - Tokyo!
Lived in - Seattle &amp; Portland (currently)",0,Twitter for iPhone,
𝑨𝒍𝒆ﾒ𝟶𝒂𝒏𝒅𝒓𝒂 𝑺𝑨𝑾 𝑨𝑩𝑬𝑳 𝟖•𝟐𝟓•𝟐𝟐✨,3250169382,"Portland, OR",2023-01-11 19:25:36,@Logic301 When are you coming back to tour on the West Coast? You missed Portland and Seattle last time 😪 https://t.co/tbxBAUB1PX,0,Twitter for Android,
🎃Andrea Rosales 🎃,1400684604,"Portland, OR",2023-01-11 19:21:02,Support this wonderful small business that’s community-oriented in the Seattle area by purchasing some gift cards o… https://t.co/rMVYdqOCBk,0,Twitter for iPhone,
Sports Collectors Overlord,1218651432150110208,"Portland, OR",2023-01-11 19:15:04,"Where: eBay
Price: US: $1.5
Who:  @Grimpoot  #tradingcards @allsc_ol @junkwax_ol @thingscollector @alltc_ol… https://t.co/p8ewWw8tJs",5,Twittimer,
DCL Podcast,744924646378594305,"Lake Oswego, OR",2023-01-11 19:10:14,Pretty amazing skies as we left Seattle this morning.🌈 https://t.co/PHHcLNXrDj,0,Twitter for iPhone,
Garrett,28136752,"Portland, OR",2023-01-11 19:02:40,@LadiesChoicePDX @CarmichaelDave The Portland Diamond Project is pretty far along and MLB is pretty into Portland.… https://t.co/bqTVIXBbGQ,0,Twitter for iPhone,
Corey MacMillan,486189307,"Portland, OR",2023-01-11 18:55:56,@GarrettAtWork @CarmichaelDave Sacramento does not get SF channels. It's much like Portland is to Seattle.,0,Twitter Web App,
Troy VanRiper,1544855450859872257,"Portland, OR",2023-01-11 18:48:16,@DynastyRewind @TylerFFCreator @DynastyTradesHQ @TheFFBallers Scranton. But grew up in Alaska and been a lifelong y… https://t.co/5ycAc8Flj9,0,Twitter Web App,
Robert Strosahl,1035336854369853440,"Vancouver, WA",2023-01-11 18:29:15,@KaelebCvitkovi3 It’s wild to think they have been on such a long skid. I remember watching them beat Seattle prep… https://t.co/IQ96HCIiBt,0,Twitter for iPhone,
Guardian,329995718,"Portland, Oregon",2023-01-11 18:28:09,We are happy to announce that the December Maintenance Employee of the Month is Erika Contreras at Whisperwood Apar… https://t.co/rW4fkXqOFB,0,SOCi ,
Aaron Mesh,17146018,"Portland, OR",2023-01-11 17:51:26,Not because she thinks he should still be in jail for his murder of a mom named Julie Salter in Lake Oswego in 1980… https://t.co/lrR5MdsGW9,0,Twitter Web App,
Aaron Mesh,17146018,"Portland, OR",2023-01-11 17:50:34,"After nearly 40 years in Oregon prisons, a man named Robert King is on the cusp of being paroled. 

In Seattle, Dor… https://t.co/X6xVweCDYI",1,Twitter Web App,
Mo Troper,879392793495457792,"Portland, OR",2023-01-11 17:01:49,"cannot believe the west coast leg of this wonderful tour with slaughter beach, dog is already coming to an end! 2 m… https://t.co/qF3VZ4sy0m",7,Twitter for iPhone,
1080 The FAN,32466548,"Portland, OR",2023-01-11 16:58:41,ICYMI: Ticker Time: @DirtAndSprague went to Seattle to check in with @BradyHenderson to see how equipped the Seahaw… https://t.co/7Vf83ADQxQ,0,Hootsuite Inc.,
Travis the Classic Court Tiles Guy,1324797042191822848,"Portland, OR",2023-01-11 16:54:26,"The 91 Topps set has some greats cards. This Griffey Jr is one of them 🤩 

👉 https://t.co/ZZKi7HOmOU

#kengriffeyjr… https://t.co/kCEXpHMsFQ",1,Twitter for iPhone,
The Columbian,15079397,"Vancouver, Washington",2023-01-11 16:46:58,"School lawsuits, like Seattle's, over social media harm face tough legal road - https://t.co/Njrcuswudk",0,Automate Posts from Columbian,
Rym0w,18369000,Portland,2023-01-11 16:31:52,"It's free night at @zoomcare ! On the second Wednesday of every month, ZoomCare offers cost-free clinic appointment… https://t.co/yLuClcJQZR",0,Twitter Web App,
Sun Atoms,1358174348603891712,"Portland, OR",2023-01-11 16:11:12,"Seattle 
📷 @lisahagenglynn https://t.co/GKE0LBEaRv",0,Twitter for iPhone,
Coach Dré,1316114981822234624,"Portland, OR",2023-01-11 16:05:33,Eagles play at Seattle next season. As soon as those tickets drop I’m coppin. Lol,0,Twitter for iPhone,
Aaron Karen Rubio,3405972498,"Portland, OR",2023-01-11 15:57:19,@jonkytonk I love Seattle,0,Twitter Web App,
Donate Life NW,17526317,"Portland, OR",2023-01-11 15:47:40,Bloodworks Northwest asking public to help save lives amid 'Code Red' blood shortage https://t.co/X0WO2WTaio,0,Twitter Web App,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-11 15:35:44,@WNBANationPod Let’s go Seattle,0,Twitter for iPhone,
GK ⭕️,1601266389461118981,"Portland, OR",2023-01-11 15:31:47,Nice surprise! Very reminiscent of the 1998 Island Tour. Will be putting in request for all shows and see what happ… https://t.co/h8vUC5ISUo,0,Twitter for iPhone,
1080 The FAN,32466548,"Portland, OR",2023-01-11 15:30:29,Ticker Time: @DirtAndSprague head to Seattle to check in with @BradyHenderson to see how equipped the Seahawks are… https://t.co/ZT9TNzRGQD,0,Hootsuite Inc.,
mo njoku.,27952719,"Portland, OR",2023-01-11 15:25:55,I was in the arena post game on the Blazers side. They all stayed. Never seen anything quite like it and we’ve been… https://t.co/HlymiA2Cmq,1,Twitter for iPhone,
Gillian Flaccus,42430107,"Portland, OR",2023-01-11 14:45:28,School lawsuits over social media harm face tough legal road (from @AP) ⁦@GeneAPseattle⁩  https://t.co/W4xTSXnlEd,2,Twitter for iPhone,
Adam Ski,359458448,PDX ,2023-01-11 14:42:57,Seattle terrrrrrrrr! https://t.co/xuHYWIeKMn,0,Twitter for iPhone,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-11 14:31:17,@NBASkoolOfThort Seattle Denver New England,0,Twitter for iPhone,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-11 12:55:03,@NHLTradeRumors Pittsburgh Seattle Vegas Vancouver,0,Twitter for iPhone,
Red Zone Rogue 👹,1316540935,"Portland, OR",2023-01-11 12:11:51,@Fyen_Dale @Starspielerr I was chatting with a few folks earlier and it's a damn shame we haven't had one in Seattle yet,0,Twitter for Android,
Animus1981,2798930232,"Portland, OR",2023-01-11 11:20:24,Will be in Seattle for two games this calendar year... I'm friggan excited to see a Pirates and a Steelers game up… https://t.co/vLXQKuvSuL,0,Twitter Web App,
Mike Skill,1247834702,"Portland,Oregon/Detroit, MI.",2023-01-11 10:13:27,Family time in the new year.  #seattle #family #photographer #photos https://t.co/RqqQKGdoUr,0,Twitter for iPhone,
Sage 🙅🏻‍♂️ Headbanger,1187078121729617920,"Portland, OR",2023-01-11 08:07:55,@daaaaysh @alleexxyyss We all were. At least you weren’t sick for 30th birthday… lol shit was the roughest of my li… https://t.co/zBOTVOtDtC,0,Twitter for iPhone,
KATU News,17994536,"Portland, Oregon",2023-01-11 08:00:02,"Seattle Public Schools is suing social media companies, accusing them of fueling a mental health crisis for childre… https://t.co/x1gr5piR2R",0,TweetDeck,
Tabitha Blankenbiller,269642176,"Portland, OR",2023-01-11 05:32:08,"City I dislike:  Boston
City I think is overrated: Miami 
City I like: Tucson
City I love: Seattle
City I feel most… https://t.co/2NerRG00rz",0,Twitter Web App,
Andy Hoyle,437179418,"Portland, OR",2023-01-11 04:39:53,@SeattleSonics Sneaking down to the 4th row on a small crowd Thursday night in ‘08. Heckled Chris Bosh from right b… https://t.co/yRfyE1nO1f,0,Twitter for iPhone,
Megan Justice EA LTC ☮️,92177111,"Portland, OR",2023-01-11 04:31:19,@seattle_tax @jedjrks Their cat tree certainly is.,0,Twitter for Android,
John Milward,325715329,"Portland, OR USA",2023-01-11 04:11:14,"@mattbarrows Niners will win in sloppy game or clean- just no injuries, good weather might allow for some strange S… https://t.co/glh8AhYpWI",0,Twitter for iPad,
Jeff Katz,9002642,"Portland, Oregon",2023-01-11 04:05:27,"@zzyzx I live in Portland and consider Eugene, Seattle and The Gorge as local shows. Though I grew up in Boston and… https://t.co/gpKE7yEyk7",0,Twitter for iPhone,
Corey MacMillan,486189307,"Portland, OR",2023-01-11 03:46:21,"@JillAdge @Cjozz221 ""They"" want us to fold and move to Seattle, I belive.",0,Twitter Web App,
T🌻,1208557920293511170,"Portland, OR",2023-01-11 03:41:00,@GDub78253 @RBReich That’s not an example? And Elon is a union buster who doesn’t pay his rent.… https://t.co/Q953qTHct0,0,Twitter for iPhone,
Joshua Critzer,254566794,"Portland, OR",2023-01-11 03:28:36,"The eastern swings for Portland and Seattle didn't get started how they would've liked.

Winterhawks lost to Brando… https://t.co/OPdQEcO3UR",1,TweetDeck,
Sean Highkin,413767918,Portland,2023-01-11 03:13:55,Banchero dunks and points to the large Seattle contingent sitting behind the Magic bench.,0,TweetDeck,
Danny Marang,256789870,"Portland, OR",2023-01-11 03:12:44,Paolo scores early and a large roar comes from behind the Magic bench - Banchero is from Seattle and it appears the… https://t.co/EAUEpb54b1,0,Twitter for iPhone,
namors slut,2955888602,"Vancouver, WA",2023-01-11 03:11:43,haven’t been to Seattle in 2 months&lt;/3,0,Twitter Web App,
Sean Highkin,413767918,Portland,2023-01-11 03:06:33,Big cheers for Seattle native Paolo Banchero in Magic player intros.,0,TweetDeck,
Chelsea Bantz,284944578,"PDX, OR",2023-01-11 02:51:44,@TonyKhan @AEWonTV @AEW @thekiaforum Portland and Seattle shows were both amazing to attend. Thank you for finally… https://t.co/bsNNTj6sHV,0,Twitter for iPhone,
KATU News,17994536,"Portland, Oregon",2023-01-11 02:45:00,"A search warrant allowed authorities in Seattle to recover thousands of fentanyl pills, cash, and multiple other dr… https://t.co/rAwQmR76mx",0,TweetDeck,
ivy ❌❌ Mrs. FC2023,792995960641220609,PDX,2023-01-11 02:26:29,i imagine the seattle polycule is full of mgs girls who are fultoning out estrogen cargo containers every spawn and… https://t.co/L0VzsoPniV,2,Twitter for iPhone,
Ryan Whitledge,785553014526312448,"Vancouver, WA",2023-01-11 01:58:04,Wife left to Seattle for work this afternoon for her new gig so I'm surprising her with a new home office setup for… https://t.co/srdsTdKgAu,0,Twitter for Android,
Haunted Hound,4595080007,"Portland, OR",2023-01-11 01:56:27,i’m in seattle for funsies https://t.co/unyMbJGYRm,0,Twitter for iPhone,
exciting!!excellent!!💕✨,1229127824587419648,pdx🌸,2023-01-11 01:49:42,"seattle show is gonna go crazeballs btw , who’s rockin with the emo chiptune girl 😎 i know @evelynflynngray will be… https://t.co/7jlqiFbCOG",6,Twitter for iPhone,
Jason Altig,1576342055802261505,"Vancouver, WA",2023-01-11 01:47:43,@Canucks Do you have to try to suck this bad or does it come naturally? Jesus Christ. Always a Canucks fan but nice… https://t.co/DH0W8hYGml,0,Twitter Web App,
fleece fiend,951281967328215040,Seattle/Portland,2023-01-11 01:35:36,"@IndaIzzone @JimCosta_ I think Richardson's best fits are Detroit, Atlanta, and Seattle",0,Twitter for Android,
MikeSnyder,7927092,"Portland, OR",2023-01-11 00:53:52,@LevitatingYogi @chopaganda They play Seattle once a decade. It will be a tough ticket because it's Friday &amp; Saturd… https://t.co/GxeFACG7ot,0,Twitter Web App,
Rip City Beaver,767560680824201217,"Portland, OR",2023-01-11 00:52:05,@TonyKhan @AEWonTV @AEW @thekiaforum I was there in person for both Seattle and Portland shows. They were awesome! Come back soon!,0,Twitter for iPhone,
Krista Foxwell,29252747,Portlandia,2023-01-11 00:31:22,C'mon lottery!! Send me to Seattle! https://t.co/XM2keYrUvm,0,Twitter Web App,
seymour_asses69,1419425591275638784,"Portland, OR",2023-01-11 00:27:17,They big mad cuz I told them I’m NOT going to drive 3.5 hours to Seattle and stay for a 4 day conference I will not… https://t.co/ogIoB2zwN0,0,Twitter for iPhone,
Jon Holloway,23673672,"Portland, OR",2023-01-11 00:08:26,Nobody likes Seattle. https://t.co/13un72UtgH,0,Twitter for iPhone,
Samathan Mendsails,247073825,"Portland, OR",2023-01-10 23:57:23,@NolaBaebe The train up to Seattle is a great ride,0,Twitter for iPhone,
Justin Leise,633427067,"Beaverton, OR",2023-01-10 23:56:47,@EmanuelSamaan99 @BleacherReport @brgridiron If the Lions would have beat Seattle earlier this season then they’d be facing them instead*,0,Twitter for iPhone,
RHatfield,2790466766,"Portland, OR",2023-01-10 23:02:55,@dirk_lerxst @NFLonFOX 😂 to Seattle not being dead last!,0,Twitter for iPhone,
Ian Caton 🇺🇦🌻,1356111613,"Vancouver, WA",2023-01-10 21:46:54,@TeaPainUSA Tbf they were talking about the Seattle hockey team https://t.co/Y59ar6IJCA,0,Twitter for iPhone,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-10 21:46:18,@nfltrade_rumors Seattle,0,Twitter for iPhone,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-10 21:36:09,@jasrifootball @Schultz_Report Seattle,0,Twitter for iPhone,
TREY’S PENIS,1507880137970225156,"Portland, OR",2023-01-10 21:29:43,THESE SEATTLE DATES ARE MAKING ME ROCK HARD!!!,0,Twitter for iPhone,
KATU News,17994536,"Portland, Oregon",2023-01-10 21:15:30,Pierce County medical examiners concluded that a young girl who died after an on-campus altercation did not die bec… https://t.co/fWiNuz8CWZ,0,TweetDeck,
Kory Bing🦕FurCon Table 8!,11461532,"Portland, Oregon",2023-01-10 21:04:46,"@WyldFind Portland. The twitter says it’s running Seattle thru Emeryville, but the email i got said the whole thing was cancelled.",0,Twitter Web App,
Deane Funk,19729252,Portland OR,2023-01-10 20:07:36,"@Ryan_Kartje That is the right decision. It feels to me from your reporting and others,  that Grinch has the player… https://t.co/ph0roWgGPZ",0,Twitter for Android,
"Justin, David, Scott.",931041558933020672,Portland,2023-01-10 19:54:13,I think having a home in Seattle and NYC would suit me,0,Twitter for iPhone,
Handsome Hockey Podcast,1350330311498899459,"Portland, OR",2023-01-10 19:43:39,"@Marisa_Ingemi We'll need the Dunkin count for comparison. Even if you were in Seattle it's gotta be in the 30s, right?",0,Twitter for Android,
Jesse #1,96219685,"Beaverton, OR",2023-01-10 19:37:41,There will be lowers available for the Seattle shows under $50 by show time mark my words.,0,Twitter for Mac,
Oregon Sports News,291393376,"Portland, OR",2023-01-10 19:34:30,Joe Harris on why the @Seahawks will beat the 49ers on Wild Card Weekend. Do you agree? #gohawks #seahawks… https://t.co/uquxzBwMqQ,0,TweetDeck,
Adam Ski,359458448,PDX ,2023-01-10 19:29:44,PHISH IN SEATTLE - THE GODS LOVE ME,0,Twitter for iPhone,
Jordan McEntaffer,567459235,"Vancouver, WA",2023-01-10 19:03:44,"@JacksonWang852 Seattle, Washington tour date! But I’ll settle for anywhere in the US",0,Twitter for iPhone,
Seattle Shibari 1/21 PDX Rope Jam,2759261312,"Portland, OR",2023-01-10 18:59:39,2/17 Seattle Blacklight Shibari Performance + Play Party 💫🔥 https://t.co/iKKJWuTEKS https://t.co/6TlWQW13tI,0,Twitter for iPhone,
The Columbian,15079397,"Vancouver, Washington",2023-01-10 18:47:02,"SEATTLE — Several thousand Puget Sound Energy customers were without power Monday evening, down from more than 20,0… https://t.co/bi0q9yFtJ7",0,SocialNewsDesk,
Scott Taylor,33289346,"Portland, OR",2023-01-10 18:40:23,"@GovTinaKotek @TinaKotek While you're at it, how about addressing insane rent? I love it here but am considering mo… https://t.co/h4orUYwn7L",0,Twitter Web App,
Eat Guide Portland,836402629,"Portland, Oregon",2023-01-10 18:26:23,"Need some snacks? 😊

Canard is open until 10 p.m., so take advantage of the Fried Chicken Wings!

📍📸… https://t.co/FzeWAFlhrC",1,Twitter Web App,
christa 🌻,4111028480,"Portland, OR",2023-01-10 18:05:04,@regulrsizehorse i wanna go to the seattle one!!!,0,Twitter for Android,
The Columbian,15079397,"Vancouver, Washington",2023-01-10 17:45:02,"SEATTLE — Graduation rates are holding steady, enrollments are picking up and school districts are on track to spen… https://t.co/ThT1xGxAsp",0,SocialNewsDesk,
Adrian K,1529459797807943680,"Portland, OR",2023-01-10 17:23:41,@MattDoyle76 I just moved to Portland a little over a year ago I don't watch MLS but I was planning on seeing LAFC… https://t.co/hpW85wwCUm,0,Twitter for Android,
The Oregonian,2992751,"Portland, Oregon",2023-01-10 17:18:02,"Seattle school district sues TikTok, Instagram, Snapchat, others,  alleging damage to students' mental health https://t.co/ylz6lMn33Y",0,SocialNewsDesk,
💗TeresaMPinky 💜,16911244,"Portland, OR",2023-01-10 16:50:42,Should be titled “Top Oregon Cities to Avoid”. How about a plethora of homicides and homeless. This is a joke. Clea… https://t.co/Iwi8WUQSD9,0,Twitter for iPhone,
Ryane Hill,761254132074237952,"Portland, OR",2023-01-10 16:12:37,@makeupartist524 @ann_mcnitt That’s the big difference I’ve noticed between Portland and Seattle. Very similar but… https://t.co/ep8I4LPsWm,0,Twitter for iPhone,
David Gillaspie,48233601,"Portland, Oregon",2023-01-10 15:37:46,"Portland could use a hero more than a bulldozer and a wrecking ball.
Seattle has their Three Bs.
 Jeff Bezos now jo… https://t.co/cTMRt5e6Ks",0,Twitter Web App,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-10 15:20:28,@nflrums Seattle,0,Twitter for iPhone,
Oregon Sports News,291393376,"Portland, OR",2023-01-10 15:12:34,Our @marko_zlo tells us whether the @SeattleKraken 's offense success in 2022-2023 is for real. Do you agree?… https://t.co/v5ezlkDxGR,1,TweetDeck,
Jeff Forgeron,46821352,"Portland, OR",2023-01-10 13:41:18,"California has been getting hammered by rain, wind &amp; high elevation snow since late December. Check out some of the… https://t.co/rOADg0mnSI",18,Twitter Web App,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-10 13:03:47,@nflrums To Seattle,0,Twitter for iPhone,
blissfullychelle sees👼🏻's fly / { ×͜× },1030338419593867264,"Portland, OR",2023-01-10 11:45:45,@killmymars portland and seattle,0,Twitter Web App,
Semi Fascist Angie 🛡️🇺🇸,50396662,"Portland, OR",2023-01-10 09:49:07,"@based_seattle @LbrtyAmndmnts So sorry, most of my family got it too! My daughter had 1 shot of the J &amp; J, same wit… https://t.co/yoHq8V00JT",0,Twitter for Android,
Jacqueline,101667307,"Portland, Oregon",2023-01-10 08:18:48,@nate_robinson @udubtrailblazer @isaiahthomas Fight for Seattle,0,Twitter for iPhone,
KATU News,17994536,"Portland, Oregon",2023-01-10 08:00:00,"After being shown footage of a man loading an “apparently lifeless body” into an SUV, police found and arrested a m… https://t.co/oowWm0oJ31",1,TweetDeck,
Sciencefictiontologist,853678340947030018,"Portland, OR",2023-01-10 07:20:46,@evelynflynngray Yeah! Boooo Seattle boooo!,0,Twitter for iPhone,
Tommo April FITF,1576025273086410754,Portland,2023-01-10 06:53:39,@Foreverlarrie2 this was such a good night. sigh. Seattle Louis was so  happy,0,Twitter Web App,
Johnn Thelefty,829885482196561921,"Portland, OR",2023-01-10 06:39:04,"-More pictures of him with white supremacists like Based Spartan and Nazi Pedo Jarl Rockhill. 
-Tiny &amp; 4 PBs jumped… https://t.co/IqjlX0kAA8",6,Twitter for Android,
Your Friemd Mr. Owl,1095868856034197504,"Portland, OR",2023-01-10 06:26:55,@based_seattle We’ll be fine.,0,Twitter for iPhone,
Carson,2808366505,"Portland, OR",2023-01-10 05:58:39,"SEC fans joke that football doesn't mean as much to people on the west coast, but this simply isn't true. The NFL i… https://t.co/DeOGq8mkRL",0,Twitter Web App,
GOLIKEHELLMACHINE,136080626,People's Republic of Portland,2023-01-10 05:42:36,"@PostingTreyf @HSL_89 you’re gonna have to take the train to seattle, i don’t think we have enough of those dudes here",0,Twitter for iPhone,
Gwendolyn Lynch CPA,1713818366,"Portland , Oregon",2023-01-10 05:26:25,@seattle_tax Yeah I think blur just released that feature a month or so ago,0,Twitter for Android,
Josh Santana,57052487,,2023-01-10 05:20:01,@lenzkyleymailc1 @PredFanFromIA @emma_lingan Not Seattle. I watched him go full ice and drill one last year in Seat… https://t.co/9AeUvonbPd,0,Twitter for iPhone,
Brenda lee,1556750987817234433,"Portland, OR",2023-01-10 05:13:32,@SagED_UP Seattle Seahawks!!!!!,0,Twitter for Android,
The woke🏴,1571260862916333568,peoples republic of Portland,2023-01-10 04:27:58,@based_seattle Sounds like fascism,0,Twitter for Android,
Jeremy Kawika,52266366,"Vancouver, Washington",2023-01-10 04:05:38,"Goodbye, 2022 college football season. 236 days until Seattle. https://t.co/6hszLV4GE4",6,Twitter Web App,
blissfullychelle sees👼🏻's fly / { ×͜× },1030338419593867264,"Portland, OR",2023-01-10 04:03:48,"@sunflowrry28 @vivroul1 Seattle FRONT ROW, AT BARRICADE 
you, me, @bandana_pearls, El, April - Can't tag them. We'r… https://t.co/m58HJRamrA",0,Twitter for Android,
devin,1497195523,"Portland, OR",2023-01-10 04:00:51,@BigGigantic No Seattle or Portland? 🙁 Gotta come out and play in the NW!,0,Twitter for iPhone,
